                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                 2.3098,                  1.305,                 1.5596,                0.73356,                0.69502,                0.75901,                 0.4108,                 2.2591,                 1.2198,                 1.6297,              0.0045055,              0.0045055,              0.0045055
                    113,                 2.2915,                 1.2993,                 1.5619,                  0.738,                 0.6927,                0.76012,                0.41215,                 2.2568,                 1.2163,                 1.6271,               0.004456,               0.004456,               0.004456
                    114,                 2.2816,                 1.2802,                  1.553,                0.73932,                0.69688,                 0.7611,                0.41295,                 2.2511,                 1.2128,                 1.6252,              0.0044065,              0.0044065,              0.0044065
                    115,                  2.284,                 1.2941,                 1.5557,                 0.7396,                 0.6967,                0.76274,                0.41449,                 2.2432,                 1.2095,                 1.6229,               0.004357,               0.004357,               0.004357
                    116,                 2.2599,                  1.276,                 1.5463,                0.75501,                0.69175,                0.76361,                0.41571,                 2.2379,                 1.2054,                 1.6208,              0.0043075,              0.0043075,              0.0043075
                    117,                 2.2416,                 1.2653,                 1.5446,                0.76061,                0.68979,                0.76487,                0.41754,                 2.2312,                 1.2015,                 1.6183,               0.004258,               0.004258,               0.004258
                    118,                 2.2386,                 1.2716,                 1.5418,                0.76321,                0.68993,                 0.7661,                0.41953,                 2.2263,                 1.1975,                 1.6159,              0.0042085,              0.0042085,              0.0042085
                    119,                 2.2053,                 1.2533,                  1.533,                0.75498,                 0.6968,                0.76793,                 0.4212,                  2.219,                 1.1932,                 1.6128,               0.004159,               0.004159,               0.004159
                    120,                 2.2106,                 1.2481,                 1.5323,                0.75885,                0.69627,                0.76977,                0.42326,                 2.2121,                 1.1898,                 1.6102,              0.0041095,              0.0041095,              0.0041095
                    121,                 2.2248,                 1.2449,                 1.5331,                0.76024,                0.69965,                0.77127,                0.42457,                 2.2065,                  1.185,                 1.6075,                0.00406,                0.00406,                0.00406
                    122,                 2.1977,                 1.2398,                 1.5299,                 0.7725,                0.69122,                 0.7733,                0.42634,                 2.2014,                 1.1814,                  1.605,              0.0040105,              0.0040105,              0.0040105
                    123,                 2.1885,                 1.2404,                 1.5266,                0.79323,                0.68685,                0.77416,                0.42895,                 2.1952,                 1.1764,                 1.6023,               0.003961,               0.003961,               0.003961
                    124,                 2.1765,                  1.236,                 1.5207,                0.79117,                0.68817,                0.77359,                0.42955,                  2.189,                 1.1725,                 1.5999,              0.0039115,              0.0039115,              0.0039115
                    125,                 2.1813,                 1.2301,                 1.5169,                0.78917,                 0.6923,                0.77434,                0.43028,                 2.1805,                 1.1683,                 1.5976,               0.003862,               0.003862,               0.003862
                    126,                 2.1711,                 1.2254,                 1.5126,                0.79118,                0.69684,                0.77594,                0.43131,                 2.1749,                 1.1647,                 1.5955,              0.0038125,              0.0038125,              0.0038125
                    127,                 2.1638,                 1.2171,                 1.5103,                0.78831,                0.69882,                 0.7768,                0.43239,                 2.1728,                  1.161,                 1.5933,               0.003763,               0.003763,               0.003763
                    128,                 2.1332,                 1.2072,                 1.5033,                0.79225,                0.69929,                0.77924,                0.43447,                 2.1664,                 1.1563,                 1.5906,              0.0037135,              0.0037135,              0.0037135
                    129,                 2.1389,                 1.2031,                  1.504,                0.78763,                0.70014,                0.78086,                0.43667,                 2.1579,                 1.1531,                  1.589,               0.003664,               0.003664,               0.003664
                    130,                 2.1313,                  1.206,                 1.5072,                0.78808,                0.70551,                0.78234,                0.43741,                 2.1536,                 1.1493,                 1.5867,              0.0036145,              0.0036145,              0.0036145
                    131,                 2.1343,                    1.2,                 1.5007,                0.78712,                0.70299,                0.78258,                0.43819,                 2.1462,                 1.1453,                 1.5844,               0.003565,               0.003565,               0.003565
                    132,                 2.1126,                 1.1895,                 1.4981,                0.79175,                0.70408,                0.78363,                0.43879,                 2.1403,                 1.1406,                 1.5817,              0.0035155,              0.0035155,              0.0035155
                    133,                 2.1084,                 1.1862,                 1.4942,                0.79022,                0.70395,                0.78514,                0.44018,                 2.1336,                 1.1377,                 1.5791,               0.003466,               0.003466,               0.003466
                    134,                  2.089,                 1.1835,                 1.4907,                0.79123,                0.70832,                 0.7862,                0.44137,                 2.1296,                 1.1342,                 1.5769,              0.0034165,              0.0034165,              0.0034165
                    135,                 2.0975,                 1.1792,                 1.4967,                 0.7925,                0.70992,                0.78748,                0.44384,                 2.1245,                 1.1306,                 1.5744,               0.003367,               0.003367,               0.003367
                    136,                 2.0857,                 1.1785,                 1.4873,                0.79208,                 0.7137,                0.78867,                 0.4449,                 2.1192,                 1.1275,                 1.5722,              0.0033175,              0.0033175,              0.0033175
                    137,                 2.0984,                 1.1698,                 1.4829,                0.79667,                0.71397,                0.78979,                0.44577,                 2.1123,                 1.1245,                 1.5693,               0.003268,               0.003268,               0.003268
                    138,                 2.0432,                 1.1524,                 1.4761,                0.80122,                0.71271,                0.79166,                0.44708,                 2.1058,                 1.1203,                 1.5667,              0.0032185,              0.0032185,              0.0032185
                    139,                 2.0574,                 1.1567,                 1.4775,                0.80069,                 0.7152,                0.79405,                0.44825,                 2.0986,                 1.1169,                  1.564,               0.003169,               0.003169,               0.003169
                    140,                 2.0379,                 1.1456,                 1.4721,                 0.8047,                0.71519,                0.79533,                 0.4506,                 2.0933,                 1.1135,                 1.5616,              0.0031195,              0.0031195,              0.0031195
                    141,                 2.0247,                 1.1404,                 1.4668,                0.80617,                 0.7153,                0.79686,                0.45137,                 2.0863,                 1.1108,                 1.5594,                0.00307,                0.00307,                0.00307
                    142,                 2.0143,                 1.1391,                 1.4626,                0.80704,                 0.7179,                0.79824,                0.45331,                 2.0827,                 1.1074,                 1.5575,              0.0030205,              0.0030205,              0.0030205
                    143,                 2.0057,                 1.1404,                  1.465,                0.78484,                0.73074,                 0.8016,                0.45582,                 2.0774,                 1.1037,                  1.555,               0.002971,               0.002971,               0.002971
                    144,                 2.0145,                 1.1327,                 1.4638,                0.77727,                0.73253,                0.80197,                0.45674,                 2.0747,                 1.0995,                 1.5526,              0.0029215,              0.0029215,              0.0029215
                    145,                   1.99,                 1.1266,                 1.4626,                0.77311,                0.73807,                0.80264,                0.45777,                 2.0658,                 1.0962,                 1.5501,               0.002872,               0.002872,               0.002872
                    146,                 1.9987,                 1.1227,                 1.4608,                0.77426,                0.73568,                0.80393,                0.46053,                 2.0603,                  1.092,                 1.5474,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.9758,                 1.1195,                  1.451,                0.77602,                0.73402,                0.80455,                0.46101,                 2.0561,                 1.0889,                 1.5445,               0.002773,               0.002773,               0.002773
                    148,                 1.9651,                 1.1174,                  1.448,                0.77586,                0.73649,                0.80536,                0.46298,                 2.0487,                 1.0859,                  1.542,              0.0027235,              0.0027235,              0.0027235
