                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 2.5573,                 1.4347,                 1.5651,                0.70746,                0.67579,                0.71685,                0.36742,                 2.4411,                 1.3137,                 1.6233,               0.005545,               0.005545,               0.005545
                     92,                 2.5417,                 1.4269,                 1.5615,                0.71111,                0.67547,                0.71803,                0.36861,                 2.4365,                 1.3102,                 1.6216,              0.0054955,              0.0054955,              0.0054955
                     93,                 2.5363,                 1.4197,                 1.5594,                0.71404,                0.67391,                0.71988,                0.36861,                 2.4297,                 1.3062,                 1.6194,               0.005446,               0.005446,               0.005446
                     94,                 2.5316,                 1.4203,                 1.5593,                 0.7132,                0.67236,                0.71821,                0.36943,                 2.4244,                 1.3023,                 1.6176,              0.0053965,              0.0053965,              0.0053965
                     95,                 2.5435,                 1.4178,                 1.5558,                0.71783,                 0.6692,                0.72024,                0.37055,                 2.4209,                 1.2985,                 1.6155,               0.005347,               0.005347,               0.005347
                     96,                 2.4964,                 1.3996,                  1.548,                0.71789,                0.67424,                0.72023,                0.37259,                 2.4168,                 1.2941,                 1.6139,              0.0052975,              0.0052975,              0.0052975
                     97,                 2.5167,                 1.4135,                 1.5561,                0.72097,                0.67463,                0.72261,                0.37369,                 2.4108,                 1.2907,                  1.612,               0.005248,               0.005248,               0.005248
                     98,                 2.4853,                 1.3896,                 1.5434,                0.72107,                0.67242,                0.72269,                0.37493,                  2.408,                 1.2864,                 1.6099,              0.0051985,              0.0051985,              0.0051985
                     99,                 2.4794,                 1.3815,                 1.5351,                0.72046,                0.67205,                0.72506,                 0.3767,                  2.405,                 1.2827,                 1.6081,               0.005149,               0.005149,               0.005149
                    100,                 2.4313,                 1.3619,                 1.5326,                0.72528,                0.67275,                0.72705,                0.37852,                 2.4005,                 1.2795,                 1.6062,              0.0050995,              0.0050995,              0.0050995
                    101,                 2.4654,                 1.3775,                  1.535,                0.72558,                0.67557,                0.72796,                0.38066,                 2.3935,                 1.2754,                  1.604,                0.00505,                0.00505,                0.00505
                    102,                 2.4305,                  1.362,                 1.5272,                0.72576,                0.67985,                0.72873,                0.38081,                 2.3929,                 1.2709,                 1.6025,              0.0050005,              0.0050005,              0.0050005
                    103,                 2.4317,                 1.3647,                 1.5268,                0.72208,                 0.6824,                0.73081,                0.38344,                 2.3881,                 1.2675,                 1.6003,               0.004951,               0.004951,               0.004951
                    104,                  2.415,                 1.3474,                 1.5192,                 0.7234,                0.68541,                0.73276,                0.38475,                 2.3837,                 1.2627,                 1.5979,              0.0049015,              0.0049015,              0.0049015
                    105,                 2.4201,                 1.3408,                 1.5232,                0.72839,                0.69079,                0.73378,                 0.3853,                 2.3784,                 1.2589,                  1.596,               0.004852,               0.004852,               0.004852
                    106,                 2.4191,                  1.336,                 1.5195,                0.72803,                0.69052,                0.73438,                0.38731,                 2.3699,                 1.2555,                 1.5932,              0.0048025,              0.0048025,              0.0048025
                    107,                 2.3916,                 1.3261,                 1.5182,                0.71852,                0.69551,                0.73656,                0.38819,                 2.3666,                 1.2518,                 1.5901,               0.004753,               0.004753,               0.004753
                    108,                 2.4052,                 1.3382,                 1.5175,                0.73244,                0.69109,                0.73839,                0.39033,                 2.3609,                 1.2476,                 1.5879,              0.0047035,              0.0047035,              0.0047035
                    109,                 2.3735,                 1.3242,                  1.511,                0.72887,                0.68539,                0.73848,                0.38974,                 2.3555,                 1.2444,                 1.5859,               0.004654,               0.004654,               0.004654
                    110,                 2.3634,                 1.3134,                  1.506,                0.73188,                0.69383,                0.73985,                0.39049,                 2.3507,                   1.24,                 1.5842,              0.0046045,              0.0046045,              0.0046045
                    111,                  2.358,                  1.302,                 1.5019,                0.73375,                0.69273,                0.74207,                0.39161,                 2.3423,                 1.2363,                 1.5814,               0.004555,               0.004555,               0.004555
                    112,                 2.3638,                 1.3099,                 1.5052,                0.72989,                0.69856,                0.74344,                0.39351,                 2.3362,                 1.2311,                 1.5787,              0.0045055,              0.0045055,              0.0045055
                    113,                 2.3453,                 1.3079,                 1.5022,                0.73396,                0.69688,                0.74466,                0.39515,                 2.3304,                 1.2278,                 1.5763,               0.004456,               0.004456,               0.004456
                    114,                 2.3604,                 1.2947,                 1.5012,                0.73574,                0.69791,                0.74616,                0.39701,                 2.3251,                  1.224,                  1.574,              0.0044065,              0.0044065,              0.0044065
                    115,                 2.3547,                  1.299,                 1.4982,                0.73468,                0.70154,                0.74781,                0.39748,                 2.3206,                 1.2208,                 1.5718,               0.004357,               0.004357,               0.004357
                    116,                 2.3287,                 1.2914,                 1.4926,                0.73525,                 0.7021,                0.74937,                0.39868,                 2.3151,                 1.2168,                 1.5693,              0.0043075,              0.0043075,              0.0043075
                    117,                 2.3057,                 1.2857,                 1.4869,                0.73737,                0.70376,                0.75063,                0.39968,                 2.3082,                 1.2139,                 1.5662,               0.004258,               0.004258,               0.004258
                    118,                 2.3019,                 1.2914,                 1.4865,                0.73665,                0.70298,                0.75219,                0.40027,                  2.303,                 1.2088,                 1.5639,              0.0042085,              0.0042085,              0.0042085
                    119,                 2.2705,                 1.2674,                 1.4788,                0.73575,                0.70637,                0.75162,                0.40132,                 2.2965,                 1.2057,                 1.5613,               0.004159,               0.004159,               0.004159
                    120,                 2.2681,                 1.2608,                 1.4773,                0.73506,                0.71019,                0.75252,                 0.4023,                 2.2898,                 1.2024,                 1.5591,              0.0041095,              0.0041095,              0.0041095
                    121,                 2.2789,                 1.2546,                 1.4775,                0.72827,                0.72058,                0.75309,                0.40269,                 2.2854,                 1.1984,                 1.5564,                0.00406,                0.00406,                0.00406
                    122,                 2.2566,                 1.2535,                 1.4759,                0.72939,                 0.7225,                 0.7534,                0.40468,                 2.2797,                 1.1955,                 1.5544,              0.0040105,              0.0040105,              0.0040105
                    123,                 2.2664,                 1.2581,                 1.4718,                0.72932,                0.71803,                0.75459,                0.40645,                 2.2758,                 1.1924,                 1.5512,               0.003961,               0.003961,               0.003961
                    124,                 2.2433,                 1.2506,                 1.4669,                0.73515,                 0.7207,                0.75565,                0.40848,                 2.2697,                 1.1882,                 1.5486,              0.0039115,              0.0039115,              0.0039115
                    125,                  2.229,                 1.2375,                 1.4641,                0.73878,                0.71918,                0.75703,                0.41011,                 2.2644,                 1.1844,                 1.5463,               0.003862,               0.003862,               0.003862
                    126,                 2.2202,                 1.2356,                 1.4614,                0.73564,                0.71837,                0.75846,                0.41265,                 2.2568,                 1.1803,                 1.5433,              0.0038125,              0.0038125,              0.0038125
                    127,                 2.2299,                 1.2326,                 1.4642,                  0.744,                0.71946,                0.76196,                0.41395,                 2.2501,                 1.1778,                 1.5409,               0.003763,               0.003763,               0.003763
                    128,                 2.1858,                 1.2179,                 1.4548,                 0.7522,                0.72026,                 0.7646,                0.41416,                 2.2453,                 1.1734,                 1.5384,              0.0037135,              0.0037135,              0.0037135
                    129,                 2.2002,                 1.2341,                 1.4576,                 0.7596,                0.72039,                0.76537,                0.41598,                 2.2394,                 1.1699,                 1.5362,               0.003664,               0.003664,               0.003664
                    130,                  2.196,                 1.2266,                 1.4543,                0.76247,                0.71976,                0.76789,                 0.4185,                 2.2304,                 1.1657,                 1.5337,              0.0036145,              0.0036145,              0.0036145
                    131,                 2.1998,                 1.2242,                 1.4555,                0.76457,                 0.7134,                0.76997,                0.41957,                 2.2242,                 1.1613,                 1.5316,               0.003565,               0.003565,               0.003565
                    132,                 2.1842,                 1.2085,                 1.4464,                0.76593,                0.71546,                0.77157,                0.42199,                 2.2172,                 1.1573,                 1.5293,              0.0035155,              0.0035155,              0.0035155
