                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 2.0763,                 1.1755,                 1.4712,                0.75968,                0.71751,                0.78217,                0.43949,                 2.1542,                 1.1355,                 1.5803,              0.0042085,              0.0042085,              0.0042085
                    119,                 2.0405,                 1.1595,                  1.467,                0.76721,                0.72263,                0.78285,                0.44103,                 2.1497,                 1.1313,                 1.5786,               0.004159,               0.004159,               0.004159
                    120,                 2.0348,                 1.1527,                 1.4641,                0.76924,                0.72275,                0.78428,                 0.4423,                 2.1441,                 1.1272,                 1.5762,              0.0041095,              0.0041095,              0.0041095
                    121,                 2.0509,                 1.1508,                 1.4641,                0.77349,                0.72394,                0.78527,                0.44364,                 2.1391,                 1.1221,                 1.5738,                0.00406,                0.00406,                0.00406
                    122,                 2.0282,                 1.1535,                 1.4643,                0.77415,                0.72203,                0.78427,                0.44426,                 2.1332,                 1.1179,                 1.5701,              0.0040105,              0.0040105,              0.0040105
                    123,                 2.0286,                 1.1553,                 1.4618,                0.77436,                0.72747,                0.78957,                0.44611,                 2.1307,                 1.1137,                 1.5677,               0.003961,               0.003961,               0.003961
                    124,                 2.0186,                 1.1455,                 1.4578,                0.77554,                0.72742,                0.78977,                0.44784,                 2.1237,                  1.109,                 1.5651,              0.0039115,              0.0039115,              0.0039115
                    125,                 2.0027,                 1.1316,                 1.4475,                 0.7785,                0.72675,                0.79025,                0.44856,                 2.1185,                 1.1045,                  1.563,               0.003862,               0.003862,               0.003862
                    126,                 2.0012,                 1.1304,                 1.4472,                0.78104,                0.72526,                0.79241,                0.45165,                 2.1109,                 1.1004,                 1.5602,              0.0038125,              0.0038125,              0.0038125
                    127,                  1.987,                 1.1165,                 1.4431,                0.78272,                0.72631,                0.79423,                0.45391,                 2.1057,                  1.096,                 1.5571,               0.003763,               0.003763,               0.003763
                    128,                 1.9636,                  1.112,                 1.4411,                0.78294,                0.72736,                 0.7962,                0.45568,                 2.0981,                 1.0915,                 1.5549,              0.0037135,              0.0037135,              0.0037135
                    129,                  1.953,                 1.1144,                 1.4379,                0.78336,                0.72812,                0.79741,                0.45716,                 2.0943,                 1.0876,                 1.5529,               0.003664,               0.003664,               0.003664
                    130,                 1.9537,                 1.1133,                 1.4358,                0.78141,                0.72931,                0.79878,                0.45927,                  2.089,                 1.0839,                 1.5498,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.9516,                 1.1096,                 1.4349,                0.78196,                 0.7302,                0.79891,                0.45939,                 2.0826,                   1.08,                 1.5473,               0.003565,               0.003565,               0.003565
                    132,                 1.9455,                  1.102,                 1.4279,                0.78808,                0.73145,                0.80003,                0.46169,                 2.0771,                 1.0764,                 1.5434,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.9355,                 1.0916,                 1.4254,                0.79306,                0.73485,                0.80106,                0.46274,                 2.0701,                 1.0718,                 1.5406,               0.003466,               0.003466,               0.003466
                    134,                 1.8973,                 1.0884,                 1.4203,                0.79328,                0.73833,                0.80221,                0.46402,                  2.062,                  1.068,                 1.5373,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.9111,                 1.0861,                 1.4244,                 0.7942,                0.73408,                0.79208,                0.45862,                 2.0552,                 1.0641,                 1.5347,               0.003367,               0.003367,               0.003367
                    136,                 1.8983,                 1.0786,                 1.4171,                0.79527,                0.74478,                 0.8072,                0.46592,                 2.0478,                 1.0604,                 1.5316,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.9021,                  1.075,                 1.4129,                0.79122,                0.75254,                0.80756,                 0.4682,                 2.0407,                 1.0577,                 1.5285,               0.003268,               0.003268,               0.003268
                    138,                 1.8507,                 1.0637,                 1.4045,                0.78798,                0.75442,                0.80759,                 0.4689,                 2.0338,                 1.0539,                  1.525,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.8738,                 1.0661,                 1.4056,                0.78812,                0.75276,                0.80879,                0.47108,                 2.0279,                   1.05,                 1.5223,               0.003169,               0.003169,               0.003169
                    140,                 1.8512,                 1.0606,                 1.4032,                0.79116,                0.74973,                0.80994,                0.47254,                 2.0222,                 1.0458,                 1.5197,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.8439,                 1.0516,                 1.3962,                0.78838,                0.74962,                0.81005,                0.47147,                 2.0178,                 1.0415,                 1.5172,                0.00307,                0.00307,                0.00307
                    142,                 1.8467,                 1.0472,                 1.3949,                0.78835,                0.74938,                0.81197,                0.47254,                 2.0112,                 1.0377,                 1.5144,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.8356,                 1.0434,                 1.3935,                 0.7876,                0.74857,                0.81208,                0.47334,                 2.0057,                 1.0337,                 1.5119,               0.002971,               0.002971,               0.002971
                    144,                 1.8218,                 1.0341,                 1.3902,                0.78826,                0.75092,                0.81368,                0.47474,                 2.0012,                 1.0294,                 1.5091,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.8203,                 1.0402,                 1.3908,                0.78823,                0.75093,                0.81415,                0.47517,                  1.994,                 1.0261,                 1.5062,               0.002872,               0.002872,               0.002872
                    146,                 1.8193,                 1.0368,                 1.3892,                0.78061,                0.75944,                0.81481,                0.47697,                  1.987,                 1.0223,                 1.5025,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.7963,                 1.0255,                 1.3809,                0.78126,                0.76107,                0.81605,                0.47892,                 1.9797,                 1.0193,                 1.4989,               0.002773,               0.002773,               0.002773
                    148,                 1.7786,                 1.0227,                 1.3774,                 0.7828,                 0.7619,                0.81717,                0.48061,                 1.9732,                 1.0154,                 1.4961,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.7703,                 1.0197,                 1.3755,                0.78527,                   0.76,                0.81813,                0.48196,                 1.9648,                 1.0127,                 1.4934,               0.002674,               0.002674,               0.002674
                    150,                 1.7675,                  1.015,                 1.3767,                0.77913,                0.76666,                0.81833,                0.48362,                 1.9579,                 1.0086,                 1.4901,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.7899,                 1.0145,                 1.3739,                0.78681,                 0.7649,                0.81862,                0.48478,                 1.9498,                 1.0053,                 1.4867,               0.002575,               0.002575,               0.002575
